NCESSCH;LEAID;LEANM05;SCHNAM05;LCITY05;LSTATE05;LATCOD;LONCOD;MLOCALE;ULOCALE;status05
10000200277;100002;ALABAMA YOUTH SERVICES;SEQUOYAH SCHOOL - CHALKVILLE CAMPUS;PINSON;AL;33.674697;-86.627775;3;41;1
10000201402;100002;ALABAMA YOUTH SERVICES;EUFAULA SCHOOL - EUFAULA CAMPUS;CLAYTON;AL;31.88235;-85.25664;7;42;1
10000201667;100002;ALABAMA YOUTH SERVICES;CAMPS;MT MEIGS;AL;32.3754;-86.0979;4;41;1
10000201670;100002;ALABAMA YOUTH SERVICES;DETENTION CENTER;MT MEIGS;AL;32.3754;-86.0979;4;41;1
10000201705;100002;ALABAMA YOUTH SERVICES;WALLACE SCHOOL - MOUNT MEIGS CAMPUS;MOUNT MEIGS;AL;32.36892;-86.08119;8;41;1
10000201706;100002;ALABAMA YOUTH SERVICES;MCNEEL SCHOOL - VACCA CAMPUS;BIRMINGHAM;AL;33.58224;-86.71058;1;12;1
10000500870;100005;ALBERTVILLE CITY;ALABAMA AVENUE MIDDLE SCHOOL;ALBERTVILLE;AL;34.25999;-86.2076;6;31;1
10000500871;100005;ALBERTVILLE CITY;ALBERTVILLE HIGH SCHOOL;ALBERTVILLE;AL;34.26325;-86.20599;6;31;1
10000500879;100005;ALBERTVILLE CITY;EVANS ELEMENTARY SCHOOL;ALBERTVILLE;AL;34.27285;-86.21997;6;31;1
10000500889;100005;ALBERTVILLE CITY;ALBERTVILLE ELEMENTARY SCHOOL;ALBERTVILLE;AL;34.25753;-86.21859;6;31;1
10000501616;100005;ALBERTVILLE CITY;BIG SPRING LAKE KINDERGARTEN SCHOOL;ALBERTVILLE;AL;34.29022;-86.19249;6;31;1
10000600193;100006;MARSHALL COUNTY;KATE DUNCAN SMITH DAR MIDDLE;GRANT;AL;34.53452;-86.25258;7;42;1
10000600872;100006;MARSHALL COUNTY;ASBURY SCHOOL;ALBERTVILLE;AL;34.36277;-86.14224;7;42;1
10000600876;100006;MARSHALL COUNTY;CLAYSVILLE JUNIOR HIGH SCHOOL;GUNTERSVILLE;AL;34.40741;-86.27082;7;42;1
10000600877;100006;MARSHALL COUNTY;DOUGLAS ELEMENTARY SCHOOL;DOUGLAS;AL;34.17594;-86.32105;7;42;1
10000600878;100006;MARSHALL COUNTY;DOUGLAS HIGH SCHOOL;DOUGLAS;AL;34.17686;-86.3203;7;42;1
10000600880;100006;MARSHALL COUNTY;GRASSY ELEMENTARY SCHOOL;ARAB;AL;34.34452;-86.44163;7;41;1
10000600883;100006;MARSHALL COUNTY;KATE D SMITH DAR HIGH SCHOOL;GRANT;AL;34.53452;-86.25258;7;42;1
10000600887;100006;MARSHALL COUNTY;UNION GROVE ELEMENTARY SCHOOL;UNION GROVE;AL;34.40031;-86.44616;7;42;1
10000600986;100006;MARSHALL COUNTY;MARSHALL ALTERNATIVE SCHOOL;GUNTERSVILLE;AL;34.30515;-86.28796;6;31;1
10000600987;100006;MARSHALL COUNTY;MARSHALL TECHNICAL SCHOOL;GUNTERSVILLE;AL;34.30515;-86.28796;6;31;1
10000601413;100006;MARSHALL COUNTY;ROBERT D SLOMAN PRIMARY;HORTON;AL;34.17667;-86.32324;7;42;1
10000601434;100006;MARSHALL COUNTY;BRINDLEE MOUNTAIN MIDDLE SCHOOL;GUNTERSVILLE;AL;34.3746;-86.4231;7;42;1
10000601585;100006;MARSHALL COUNTY;BRINDLEE MOUNTAIN HIGH SCHOOL;GUNTERSVILLE;AL;34.37655;-86.42324;7;42;1
10000601685;100006;MARSHALL COUNTY;KATE D SMITH DAR ELEMENTARY SCHOOL;GRANT;AL;34.53452;-86.25258;7;42;1
10000601812;100006;MARSHALL COUNTY;DOUGLAS MIDDLE SCHOOL;DOUGLAS;AL;34.17686;-86.3203;7;42;1
10000700091;100007;HOOVER CITY;TRACE CROSSINGS ELEMENTARY SCHOOL;HOOVER;AL;33.34682;-86.84316;8;41;1
10000700248;100007;HOOVER CITY;GREYSTONE ELEMENTARY SCHOOL;HOOVER;AL;33.41436;-86.65997;2;13;1
10000700251;100007;HOOVER CITY;HOOVER HIGH SCHOOL;HOOVER;AL;33.34718;-86.84308;8;41;1
10000700337;100007;HOOVER CITY;BERRY MIDDLE SCHOOL;HOOVER;AL;33.3919;-86.7296;2;13;1
10000700342;100007;HOOVER CITY;SOUTH SHADES CREST ELEMENTARY SCHOOL;HOOVER;AL;33.33772;-86.87653;2;13;1
10000701422;100007;HOOVER CITY;ROBERT F BUMPUS MIDDLE SCHOOL;HOOVER;AL;33.34523;-86.88867;8;41;1
10000701456;100007;HOOVER CITY;SPAIN PARK HIGH SCHOOL;HOOVER;AL;33.38629;-86.72815;3;21;1
10000701483;100007;HOOVER CITY;DEER VALLEY ELEMENTARY SCHOOL;HOOVER;AL;33.35534;-86.87063;2;13;1
10000701738;100007;HOOVER CITY;BLUFF PARK ELEMENTARY SCHOOL;HOOVER;AL;33.41002;-86.85481;2;13;1
10000701739;100007;HOOVER CITY;GREEN VALLEY ELEMENTARY SCHOOL;HOOVER;AL;33.39706;-86.80742;2;13;1
10000701740;100007;HOOVER CITY;GWIN ELEMENTARY SCHOOL;HOOVER;AL;33.38742;-86.82954;2;13;1
10000701741;100007;HOOVER CITY;IRA F SIMMONS MIDDLE SCHOOL;HOOVER;AL;33.3876;-86.82888;2;13;1
10000701742;100007;HOOVER CITY;ROCKY RIDGE ELEMENTARY SCHOOL;HOOVER;AL;33.4101;-86.76528;3;21;1
10000701743;100007;HOOVER CITY;SHADES MOUNTAIN ELEMENTARY SCHOOL;HOOVER;AL;33.42807;-86.82429;2;13;1
10000701825;100007;HOOVER CITY;TRACE CROSSINGS MIDDLE SCHOOL;HOOVER;AL;;;2;N;7
10000702091;100007;HOOVER CITY;RIVERCHASE ELEMENTARY SCHOOL;HOOVER;AL;33.35698;-86.80962;2;13;1
10000800303;100008;MADISON CITY;HORIZON ELEMENTARY SCHOOL;MADISON;AL;34.70723;-86.71385;4;22;1
10000800495;100008;MADISON CITY;DISCOVERY MIDDLE SCHOOL;MADISON;AL;34.73965;-86.74104;4;22;1
10000800831;100008;MADISON CITY;BOB JONES HIGH SCHOOL;MADISON;AL;34.71945;-86.74165;4;22;1
10000800839;100008;MADISON CITY;MADISON ELEMENTARY SCHOOL;MADISON;AL;34.69696;-86.75055;4;22;1
10000800851;100008;MADISON CITY;WEST MADISON ELEMENTARY SCHOOL;MADISON;AL;34.72185;-86.75039;4;22;1
10000801423;100008;MADISON CITY;HERITAGE ELEMENTARY SCHOOL;MADISON;AL;34.72177;-86.78626;4;22;1
10000801485;100008;MADISON CITY;RAINBOW ELEMENTARY SCHOOL;MADISON;AL;34.75594;-86.73163;8;41;1
10000801798;100008;MADISON CITY;LIBERTY MIDDLE SCHOOL;MADISON;AL;34.73188;-86.78182;8;41;1
10000802097;100008;MADISON CITY;COLUMBIA ELEMENTARY SCHOOL;MADISON;AL;34.73351;-86.76758;4;22;1
10000901403;100009;AL INST DEAF AND BLIND;AL SCHOOL FOR DEAF;TALLADEGA;AL;33.43328;-86.0984;6;32;1
10000901404;100009;AL INST DEAF AND BLIND;AL SCHOOL FOR BLIND;TALLADEGA;AL;33.43467;-86.09045;6;32;1
10000901405;100009;AL INST DEAF AND BLIND;HELEN KELLER SCHOOL;TALLADEGA;AL;33.46153;-86.09012;7;41;1
10000901406;100009;AL INST DEAF AND BLIND;E H GENTRY TECH FAC;TALLADEGA;AL;33.42543;-86.11607;6;32;1
10001001407;100010;AL SCH OF MATH AND SCIENCE;AL SCH OF MATH AND SCIENCE;MOBILE;AL;30.6875;-88.06415;2;12;1
10001102094;100011;LEEDS CITY;LEEDS ELEMENTARY SCHOOL;LEEDS;AL;33.55181;-86.53703;3;31;1
10001102095;100011;LEEDS CITY;LEEDS MIDDLE SCHOOL;LEEDS;AL;33.55693;-86.55626;3;31;1
10001102096;100011;LEEDS CITY;LEEDS HIGH SCHOOL;LEEDS;AL;33.54929;-86.53739;3;31;1
10001200123;100012;BOAZ CITY;BOAZ MIDDLE SCHOOL;BOAZ;AL;34.21346;-86.16033;6;31;1
10001200874;100012;BOAZ CITY;BOAZ HIGH SCHOOL;BOAZ;AL;34.2106;-86.16501;6;31;1
10001200884;100012;BOAZ CITY;CORLEY ELEMENTARY SCHOOL;BOAZ;AL;34.2063;-86.17603;6;31;1
10001201630;100012;BOAZ CITY;BOAZ INTERMEDIATE SCHOOL;BOAZ;AL;34.21328;-86.16033;6;31;1
10001201781;100012;BOAZ CITY;BOAZ ELEMENTARY SCHOOL;BOAZ;AL;34.20608;-86.17921;7;41;1
10001300714;100013;TRUSSVILLE CITY;HEWITT-TRUSSVILLE MIDDLE SCHOOL;TRUSSVILLE;AL;33.62763;-86.60537;3;21;5
10001301498;100013;TRUSSVILLE CITY;PAINE INTERMEDIATE SCHOOL;TRUSSVILLE;AL;33.64991;-86.56524;8;41;5
10001301502;100013;TRUSSVILLE CITY;PAINE PRIMARY SCHOOL;TRUSSVILLE;AL;33.64756;-86.56855;8;41;5
10001301682;100013;TRUSSVILLE CITY;HEWITT-TRUSSVILLE HIGH SCHOOL;TRUSSVILLE;AL;33.65652;-86.59523;8;41;5
10001401826;100014;AL CLINICAL ENTERPRISES;ALABAMA CLINICAL ENTERPRISES;BIRMINGHAM;AL;33.5841;-86.6483;1;21;4
10001501827;100015;AL BOYS INDUSTRIAL SCHOOL;SAFETYNET ACADEMY;MINTER;AL;32.1124;-87.0783;7;43;4
10001601828;100016;BRYCE ADOLESCENT SCHOOL;BRYCE ADOLESCENT SCHOOL;TUSCALOOSA;AL;33.2082;-87.5374;2;13;4
10001701829;100017;SEARCY HOSPITAL;SEARCY HOSPITAL;MT VERNON;AL;31.0855;-88.0325;8;42;4
10001802104;100018;ALABAMA SCHOOL OF FINE ARTS;ALABAMA SCHOOL OF FINE ARTS;BIRMINGHAM;AL;33.5201;-86.81322;1;12;1
10001901830;100019;UCP OF GREATER BIRMINGHAM;UCP OF GREATER BIRMINGHAM;BIRMINGHAM;AL;33.5286;-86.8075;1;12;4
10002001831;100020;BOYD SCHOOL;BOYD SCHOOL;GREEN POND;AL;33.2174;-87.1261;8;42;4
10002101832;100021;BREWER PORCH CHILDREN'S CENTER;BREWER PORCH CHILDREN'S CENTER;TUSCALOOSA;AL;33.2177;-87.5455;2;13;4
10002201833;100022;THREE SPRINGS COURTLAND SCHOOL;THREE SPRINGS COURTLAND SCHOOL;COURTLAND;AL;34.6576;-87.3049;8;42;4
10002301834;100023;THREE SPRINGS MADISON SCHOOL;THREE SPRINGS MADISON SCHOOL;MADISON;AL;34.7223;-86.7782;4;22;4
10002401835;100024;THREE SPRINGS NEW BEGINNINGS;THREE SPRINGS NEW BEGINNINGS;OWENS CROSSROADS;AL;34.5801;-86.4404;8;42;4
10002501836;100025;THREE SPRINGS WILDERNESS SCHOOL;THREE SPRINGS WILDERNESS SCHOOL;TRENTON;AL;34.7433;-86.253;7;42;4
10002601837;100026;THREE SPRINGS TUSKEGEE;THREE SPRINGS TUSKEGEE;TUSKEGEE;AL;32.3755;-85.6591;6;42;4
10002701838;100027;EXCELL INSTITUTE;EXCELL INSTITUTE;GADSDEN;AL;34.0747;-85.9352;2;41;4
10002801839;100028;TRIWILL PORTACRAS;TRIWILL PORTACRAS;GREEN POND;AL;33.225;-87.1263;8;42;4
10002901840;100029;THREE SPRINGS NEW DIRECTION;THREE SPRINGS NEW DIRECTION;HUNTSVILLE;AL;34.8012;-86.7208;4;22;4
10003000001;100030;ALEXANDER CITY;ALEXANDER CITY MIDDLE SCHOOL;ALEXANDER CITY;AL;32.94493;-85.95096;6;32;1
10003000003;100030;ALEXANDER CITY;BENJAMIN RUSSELL HIGH SCHOOL;ALEXANDER CITY;AL;32.93819;-85.95218;6;32;1
10003000004;100030;ALEXANDER CITY;JIM PEARSON ELEMENTARY SCHOOL;ALEXANDER CITY;AL;32.93543;-85.9306;7;41;1
10003000005;100030;ALEXANDER CITY;NATHANIEL H STEPHENS ELEMENTARY SCHOOL;ALEXANDER CITY;AL;32.95523;-85.94917;6;32;1
10003000006;100030;ALEXANDER CITY;WILLIAM L RADNEY ELEMENTARY SCHOOL;ALEXANDER CITY;AL;32.93143;-85.97023;7;41;1
10003101841;100031;CAHABA CENTER FOR MH MR;CAMP SAYLA;ABBEVILLE;AL;31.599;-85.2259;8;42;4
10003201842;100032;BRADFORD OAK MOUNTAIN;BRADFORD OAK MOUNTAIN;PELHAM;AL;33.3098;-86.7835;8;41;4
10003301843;100033;GLENWOOD MENTAL HEALTH SERVICE;GLENWOOD MENTAL HEALTH SERVICE;BIRMINGHAM;AL;33.4812;-86.6647;8;41;4
10003401844;100034;HIGDON HILL;HIGDON HILL;BIRMINGHAM;AL;33.5491;-86.7305;1;12;4
10003501845;100035;LEARNING TREE INC;LEARNING TREE INC SEMMES;SEMMES;AL;30.7937;-88.2267;8;41;4
10003501846;100035;LEARNING TREE INC;LEARNING TREE INC WEBB;JACKSONVILLE;AL;33.921;-85.7263;4;42;4
10003601847;100036;LEE COUNTY YOUTH DEVELOPMENT CENTER;LEE COUNTY YOUTH DEVELOPMENT CENTER;OPELIKA;AL;32.3877;-85.2237;2;42;4
10003701848;100037;BAY POINT CENTER;BAY POINT CENTER;MOBILE;AL;30.6217;-88.3397;8;41;4
10003801849;100038;PATHWAY INC;PATHWAY INC;ENTERPRISE;AL;31.4121;-85.8664;6;41;4
10003901850;100039;PRESBYTERIAN HOME FOR CHILDREN;HOPE ACADEMY;TALLADEGA;AL;33.3846;-86.0476;6;41;4
10004001851;100040;BRANTWOOD CHILDREN'S HOME;GROUP HOMES FOR CHILDREN INC;MONTGOMERY;AL;32.3598;-86.3088;2;12;4
10004101852;100041;DEVELOPING ALABAMA YOUTH PROG;DEVELOPING ALABAMA YOUTH PROG;ALABASTER;AL;33.2282;-86.8135;3;41;4
10004201853;100042;LAUREL OAKS BEHAVIORAL HEALTH CENTER;LAUREL OAKS BEHAVIORAL HEALTH CENTER;DOTHAN;AL;31.2046;-85.384;2;13;4
10004301854;100043;MOUNTAINVIEW HOSPITAL;MOUNTAINVIEW HOSPITAL;GADSDEN;AL;34.0694;-86.0205;8;41;4
10004401855;100044;THE RUSHTON SCHOOL;THE RUSHTON SCHOOL;BIRMINGHAM;AL;33.5467;-86.758;1;12;4
10006000007;100060;ANDALUSIA CITY;ANDALUSIA HIGH SCHOOL;ANDALUSIA;AL;31.31374;-86.4708;6;33;1
10006000008;100060;ANDALUSIA CITY;ANDALUSIA MIDDLE SCHOOL;ANDALUSIA;AL;31.3281;-86.4834;6;33;1
10006001467;100060;ANDALUSIA CITY;ANDALUSIA ELEMENTARY SCHOOL;ANDALUSIA;AL;31.312;-86.51723;6;41;1
10009000011;100090;ANNISTON CITY;ANNISTON HIGH SCHOOL;ANNISTON;AL;33.66237;-85.81976;2;13;1
10009000015;100090;ANNISTON CITY;CONSTANTINE ELEMENTARY SCHOOL;ANNISTON;AL;33.63273;-85.83345;2;13;1
10009000017;100090;ANNISTON CITY;GOLDEN SPRINGS ELEMENTARY SCHOOL;ANNISTON;AL;33.63139;-85.77492;2;13;1
10009000020;100090;ANNISTON CITY;RANDOLPH PARK ELEMENTARY SCHOOL;ANNISTON;AL;33.66586;-85.85879;2;13;1
10009000021;100090;ANNISTON CITY;TENTH STREET ELEMENTARY SCHOOL;ANNISTON;AL;33.65719;-85.81044;2;13;1
10009001246;100090;ANNISTON CITY;ANNISTON CITY BOOT CAMP SCHOOL;ANNISTON;AL;33.70851;-85.82106;2;13;1
10009001249;100090;ANNISTON CITY;GOALS ALTERNATIVE SCHOOL;ANNISTON;AL;33.66237;-85.81976;2;13;1
10009001725;100090;ANNISTON CITY;ANNISTON MIDDLE SCHOOL;ANNISTON;AL;33.70846;-85.82108;2;13;1
10009001782;100090;ANNISTON CITY;COBB ELEMENTARY SCHOOL;ANNISTON;AL;33.66144;-85.84063;2;13;1
10010000022;100100;ARAB CITY;ARAB ELEMENTARY SCHOOL;ARAB;AL;34.32867;-86.49361;7;41;1
10010000025;100100;ARAB CITY;ARAB PRIMARY SCHOOL;ARAB;AL;34.33298;-86.4965;6;32;1
10010000027;100100;ARAB CITY;ARAB JUNIOR HIGH SCHOOL;ARAB;AL;34.31285;-86.51134;7;41;1
10010000028;100100;ARAB CITY;ARAB HIGH SCHOOL;ARAB;AL;34.32866;-86.48819;7;41;1
10012000522;100120;ATHENS CITY;ATHENS INTERMEDIATE SCHOOL;ATHENS;AL;34.79081;-86.99556;4;31;1
10012001471;100120;ATHENS CITY;ATHENS ELEMENTARY SCHOOL;ATHENS;AL;34.80819;-86.97318;4;31;1
10012001472;100120;ATHENS CITY;ATHENS HIGH SCHOOL;ATHENS;AL;34.80419;-86.95091;8;41;1
10012001473;100120;ATHENS CITY;ATHENS MIDDLE SCHOOL;ATHENS;AL;34.79713;-86.96914;4;31;1
10012001474;100120;ATHENS CITY;JAMES L COWART ELEMENTARY SCHOOL;ATHENS;AL;34.80533;-86.99387;4;31;1
10012001475;100120;ATHENS CITY;JULIAN NEWMAN ELEMENTARY SCHOOL;ATHENS;AL;34.79703;-86.96295;4;31;1
10012001758;100120;ATHENS CITY;BROOKHILL ELEMENTARY SCHOOL;ATHENS;AL;34.7843;-86.96417;4;31;1
10018000032;100180;ATTALLA CITY;CURTISTON PRIMARY SCHOOL;ATTALLA;AL;33.99848;-86.12543;8;41;1
10018000033;100180;ATTALLA CITY;ETOWAH HIGH SCHOOL;ATTALLA;AL;33.99458;-86.11258;4;23;1
10018000034;100180;ATTALLA CITY;ETOWAH MIDDLE SCHOOL;ATTALLA;AL;34.01703;-86.09781;4;23;1
10018000035;100180;ATTALLA CITY;STOWERS HILL INTERMEDIATE SCHOOL;ATTALLA;AL;34.01336;-86.10308;4;23;1
10021000036;100210;AUBURN CITY;AUBURN HIGH SCHOOL;AUBURN;AL;32.59537;-85.46171;2;13;1
10021000037;100210;AUBURN CITY;AUBURN JUNIOR HIGH SCHOOL;AUBURN;AL;32.59854;-85.47602;2;13;1
10021000039;100210;AUBURN CITY;CARY WOODS ELEMENTARY SCHOOL;AUBURN;AL;32.62151;-85.48454;2;13;1
10021000040;100210;AUBURN CITY;DEAN ROAD ELEMENTARY SCHOOL;AUBURN;AL;32.60078;-85.46473;2;13;1
10021000041;100210;AUBURN CITY;DRAKE MIDDLE SCHOOL;AUBURN;AL;32.61897;-85.49312;2;13;1
10021000042;100210;AUBURN CITY;WRIGHTS MILL ROAD ELEMENTARY SCHOOL;AUBURN;AL;32.58867;-85.47273;2;13;1
10021000053;100210;AUBURN CITY;AUBURN EARLY EDUCATION CENTER;AUBURN;AL;32.58403;-85.46721;2;13;1
10021001254;100210;AUBURN CITY;OGLETREE SCHOOL;AUBURN;AL;32.56285;-85.45744;8;41;1
10021001259;100210;AUBURN CITY;MARGARET YARBROUGH SCHOOL;AUBURN;AL;32.63069;-85.49778;2;13;1
10021001263;100210;AUBURN CITY;AUBURN FARM CENTER;AUBURN;AL;32.54798;-85.55835;8;41;1
10024000045;100240;AUTAUGA COUNTY;BILLINGSLEY HIGH SCHOOL;BILLINGSLEY;AL;32.66069;-86.70173;8;43;1
10024000046;100240;AUTAUGA COUNTY;MARBURY SCHOOL;MARBURY;AL;32.69676;-86.38302;8;42;1
10024000047;100240;AUTAUGA COUNTY;PRATTVILLE ELEMENTARY SCHOOL;PRATTVILLE;AL;32.45273;-86.4549;4;31;1
10024000048;100240;AUTAUGA COUNTY;PRATTVILLE HIGH SCHOOL;PRATTVILLE;AL;32.49607;-86.4746;8;41;1
10024000049;100240;AUTAUGA COUNTY;PRATTVILLE JUNIOR HIGH SCHOOL;PRATTVILLE;AL;32.48445;-86.46986;4;31;1
10024000050;100240;AUTAUGA COUNTY;PRATTVILLE INTERMEDIATE SCHOOL;PRATTVILLE;AL;32.45454;-86.4506;4;31;1
10024000051;100240;AUTAUGA COUNTY;PRATTVILLE PRIMARY SCHOOL;PRATTVILLE;AL;32.4633;-86.46902;4;31;1
10024000543;100240;AUTAUGA COUNTY;PINE LEVEL ELEMENTARY SCHOOL;DEATSVILLE;AL;32.58793;-86.46425;8;42;1
10024000546;100240;AUTAUGA COUNTY;DANIEL PRATT ELEMENTARY SCHOOL;PRATTVILLE;AL;32.45241;-86.42482;4;31;1
10024000587;100240;AUTAUGA COUNTY;AUTAUGA COUNTY ALTERNATIVE SCHOOL;PRATTVILLE;AL;32.45763;-86.45479;4;31;1
10024000590;100240;AUTAUGA COUNTY;AUTAUGA COUNTY TECHNOLOGY CENTER;PRATTVILLE;AL;32.49574;-86.47502;8;41;1
10024001408;100240;AUTAUGA COUNTY;AUTAUGAVILLE SCHOOL;AUTAUGAVILLE;AL;32.43348;-86.66019;8;42;1
10024001550;100240;AUTAUGA COUNTY;LOUISE M SMITH DEVELOPMENT CENTER;PRATTVILLE;AL;32.44805;-86.4283;4;31;1
10024001639;100240;AUTAUGA COUNTY;PRATTVILLE KINDERGARTEN SCHOOL;PRATTVILLE;AL;32.45771;-86.46698;4;31;1
10027000002;100270;BALDWIN COUNTY;BALDWIN COUNTY REGIONAL DETENTION CENTER;BAY MINETTE;AL;30.88868;-87.77378;6;32;1
10027000012;100270;BALDWIN COUNTY;BAY MINETTE MIDDLE SCHOOL;BAY MINETTE;AL;30.88868;-87.77378;6;32;1
10027000013;100270;BALDWIN COUNTY;DAPHNE MIDDLE SCHOOL;DAPHNE;AL;30.61665;-87.8688;6;41;1
10027000023;100270;BALDWIN COUNTY;GULF SHORES MIDDLE SCHOOL;GULF SHORES;AL;30.26803;-87.68423;7;41;1
10027000024;100270;BALDWIN COUNTY;ROBERTSDALE HIGH SCHOOL;ROBERTSDALE;AL;30.54038;-87.70787;6;32;1
10027000056;100270;BALDWIN COUNTY;DAPHNE ELEMENTARY SOUTH;DAPHNE;AL;30.59093;-87.90254;6;31;1
10027000057;100270;BALDWIN COUNTY;ELBERTA MIDDLE SCHOOL;ELBERTA;AL;30.41946;-87.59871;7;41;1
10027000058;100270;BALDWIN COUNTY;ELSANOR SCHOOL;ROBERTSDALE;AL;30.56718;-87.62448;7;42;1
10027000059;100270;BALDWIN COUNTY;FAIRHOPE MIDDLE SCHOOL;FAIRHOPE;AL;30.53087;-87.90264;6;31;1
10027000060;100270;BALDWIN COUNTY;FOLEY MIDDLE SCHOOL;FOLEY;AL;30.40819;-87.68753;6;32;1
10027000062;100270;BALDWIN COUNTY;PERDIDO ELEMENTARY SCHOOL;PERDIDO;AL;31.00208;-87.62279;7;42;1
10027000065;100270;BALDWIN COUNTY;ROSINTON SCHOOL;ROBERTSDALE;AL;30.61845;-87.68668;7;42;1
10027000066;100270;BALDWIN COUNTY;SILVERHILL SCHOOL;SILVERHILL;AL;30.54354;-87.75276;7;41;1
10027000067;100270;BALDWIN COUNTY;SPANISH FORT SCHOOL;SPANISH FORT;AL;30.67391;-87.90557;6;31;1
10027000068;100270;BALDWIN COUNTY;STAPLETON SCHOOL;STAPLETON;AL;30.74261;-87.79121;7;42;1
10027000069;100270;BALDWIN COUNTY;SUMMERDALE SCHOOL;SUMMERDALE;AL;30.48697;-87.69616;7;42;1
10027000070;100270;BALDWIN COUNTY;SWIFT CONSOLIDATED ELEMENTARY SCHOOL;BON SECOUR;AL;30.31575;-87.72893;7;42;1
10027000100;100270;BALDWIN COUNTY;FAIRHOPE HIGH SCHOOL;FAIRHOPE;AL;30.49878;-87.88618;7;41;1
10027000162;100270;BALDWIN COUNTY;CENTRAL BALDWIN MIDDLE SCHOOL;ROBERTSDALE;AL;30.59039;-87.73113;7;41;1
10027000166;100270;BALDWIN COUNTY;FAIRHOPE K-1 CENTER;FAIRHOPE;AL;30.52089;-87.90574;6;31;1
10027000549;100270;BALDWIN COUNTY;ORANGE BEACH ELEMENTARY SCHOOL;ORANGE BEACH;AL;30.29645;-87.55859;7;42;1
10027000550;100270;BALDWIN COUNTY;ROCKWELL ELEMENTARY SCHOOL;SPANISH FORT;AL;30.67658;-87.8555;7;41;1
10027000625;100270;BALDWIN COUNTY;ELBERTA ELEMENTARY SCHOOL;ELBERTA;AL;30.41433;-87.58686;7;42;1
10027000641;100270;BALDWIN COUNTY;GULF SHORES HIGH SCHOOL;GULF SHORES;AL;30.26802;-87.68246;7;41;1
10027000648;100270;BALDWIN COUNTY;MAGNOLIA SCHOOL;FOLEY;AL;30.41262;-87.74266;7;41;1
10027000660;100270;BALDWIN COUNTY;J LARRY NEWTON SCHOOL;FAIRHOPE;AL;30.47232;-87.85715;7;41;1
10027000661;100270;BALDWIN COUNTY;VAUGHN SCHOOL;STOCKTON;AL;31.03137;-87.86026;7;42;1
10027000664;100270;BALDWIN COUNTY;NORTH BALDWIN CENTER FOR TECHNOLOGY;BAY MINETTE;AL;30.86644;-87.78306;6;32;1
10027000665;100270;BALDWIN COUNTY;SOUTH BALDWIN CENTER FOR TECHNOLOGY;ROBERTSDALE;AL;30.54891;-87.69637;6;32;1
10027001477;100270;BALDWIN COUNTY;GULF SHORES ELEMENTARY SCHOOL;GULF SHORES;AL;30.26912;-87.68134;7;41;1
10027001554;100270;BALDWIN COUNTY;BALDWIN COUNTY ALTERNATIVE SCHOOL;FAIRHOPE;AL;30.50184;-87.90413;7;31;1
10027001707;100270;BALDWIN COUNTY;BAY MINETTE INTERMEDIATE SCHOOL;BAY MINETTE;AL;30.8656;-87.78315;7;41;1
10027001708;100270;BALDWIN COUNTY;BAY MINETTE ELEMENTARY SCHOOL;BAY MINETTE;AL;30.89062;-87.77647;6;32;1
10027001709;100270;BALDWIN COUNTY;DAPHNE ELEMENTARY NORTH;DAPHNE;AL;30.61231;-87.90284;6;31;1
10027001710;100270;BALDWIN COUNTY;FAIRHOPE INTERMEDIATE SCHOOL;FAIRHOPE;AL;30.52378;-87.87858;6;31;1
10027001711;100270;BALDWIN COUNTY;FAIRHOPE PRIMARY SCHOOL;FAIRHOPE;AL;30.52543;-87.87548;6;31;1
10027001712;100270;BALDWIN COUNTY;FOLEY ELEMENTARY SCHOOL;FOLEY;AL;30.40858;-87.69073;6;32;1
10027001713;100270;BALDWIN COUNTY;FOLEY INTERMEDIATE SCHOOL;FOLEY;AL;30.38549;-87.69212;7;41;1
10027001714;100270;BALDWIN COUNTY;LOXLEY ELEMENTARY SCHOOL;LOXLEY;AL;30.61352;-87.75894;7;42;1
10027001715;100270;BALDWIN COUNTY;PINE GROVE ELEMENTARY SCHOOL;BAY MINETTE;AL;30.8663;-87.7511;7;41;1
10027001716;100270;BALDWIN COUNTY;ROBERTSDALE ELEMENTARY SCHOOL;ROBERTSDALE;AL;30.55271;-87.69862;6;32;1
10027001759;100270;BALDWIN COUNTY;DAPHNE HIGH SCHOOL;DAPHNE;AL;30.64024;-87.86373;6;31;1
10027001783;100270;BALDWIN COUNTY;DELTA ELEMENTARY SCHOOL;BAY MINETTE;AL;30.78848;-87.84793;7;42;1
10027001784;100270;BALDWIN COUNTY;FOLEY HIGH SCHOOL;FOLEY;AL;30.38124;-87.68706;7;41;1
10027001810;100270;BALDWIN COUNTY;BALDWIN COUNTY HIGH SCHOOL;BAY MINETTE;AL;30.89409;-87.79305;7;41;1
10027001859;100270;BALDWIN COUNTY;NEW BAY MINETTE MIDDLE SCHOOL;BAY MINETTE;AL;30.8958;-87.7761;6;32;3
10027002072;100270;BALDWIN COUNTY;DAPHNE EAST ELEMENTARY SCHOOL;DAPHNE;AL;30.61111;-87.87272;7;41;1
10027002073;100270;BALDWIN COUNTY;SPANISH FORT HIGH SCHOOL;SPANISH FORT;AL;30.6854;-87.8536;6;41;1
10030000074;100300;BARBOUR COUNTY;BARBOUR COUNTY HIGH SCHOOL;CLAYTON;AL;31.88077;-85.44961;7;43;1
